page_one_based,chapter,chapter_page_one_based,chapter_title,path,bytes,sha256,width,height,nonwhite_pixels_below_250,nonwhite_fraction,content_bbox,touches_image_edge
463,68,24,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-463.png,335762,D142CEB1D36D78F173F56937E83F91721D3B3FA38FB0A33734127C780D6FED0B,1020,1320,96178,0.07143345,"138,161,882,1168",false
464,68,25,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-464.png,355547,78671DC77A811A94196CB576F0F24A5152FE9B63FD56D62D66CB6E299B3F7F3A,1020,1320,103492,0.07686572,"138,161,882,1166",false
465,68,26,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-465.png,360058,B0FBE2948C32C3E238153807E7840B197F9D5ABA25E0C447D3D856F8D7B426FD,1020,1320,103162,0.07662062,"138,161,882,1168",false
466,68,27,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-466.png,356207,A831F8BE3347B4D099C0D863FEF8515AAC6CF2ED8B34BDBB27BA4B06DDA0DF45,1020,1320,102212,0.07591503,"138,161,883,1166",false
467,68,28,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-467.png,351059,3DD0A8386ACA4FCB4FD80225BB250A8A52638F8CF03F27D514E96DBB73C587F2,1020,1320,99768,0.07409982,"138,161,882,1165",false
468,68,29,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-468.png,397624,748B6F481BF4AE0C0B1CC6A1E66EB66AF60F52C4C2E834012A2EA92A27803E5A,1020,1320,112936,0.08387998,"138,161,882,1166",false
469,68,30,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-469.png,339953,3E527120E7A8C6837616A9B77B912A0D3CA587A8D2A689BD3AA04E30BC2337D3,1020,1320,97220,0.07220737,"138,161,882,1168",false
470,68,31,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-470.png,373631,3BFE0F0ECAAA1CA012C8D73FA9AD301B5A3DFE9E89E7B4BDDFBE4F00A994123F,1020,1320,106178,0.07886067,"138,161,882,1168",false
471,68,32,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-471.png,279446,73E371A4B8DD83095900672D2AAAE7111C6FC900102162A4D19FFBFF2C1B7964,1020,1320,78728,0.05847296,"138,161,882,1165",false
472,68,33,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-472.png,253325,8F7DD289B69E4C77E799FF1472F0AE188044D4B04DEB69273FB6436A6105CCE9,1020,1320,70666,0.05248515,"138,161,882,1168",false
473,68,34,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-473.png,352468,75A5DFED789FE2CE6F1EBA6364DBE3F2DD124D69AFB40102FEB597102581C49D,1020,1320,99158,0.07364676,"138,161,883,1168",false
474,68,35,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-474.png,377040,1D4F26DF369D502E97AE1B029B61095F701FACCDC3B607B2717581308266BC8B,1020,1320,107136,0.07957219,"138,161,883,1168",false
475,68,36,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-475.png,313386,534ECEADDC7323116EA7DFCA2CE89FB3BE3759563F08D7FFCB9BA13DE2890A28,1020,1320,88974,0.06608289,"137,161,883,1164",false
476,68,37,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-476.png,318845,D371FD4391ABAED83E5ED144DF717D0F18D414469963E782593E6D62D67D6DE7,1020,1320,89499,0.06647282,"138,161,882,1168",false
477,68,38,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-477.png,302230,D76F7712C1C7A38EF0AB5464D837C7ACE63931CF58E3354F7711D9859F994CCE,1020,1320,87222,0.06478164,"138,161,883,1168",false
478,68,39,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-478.png,339773,379323CEA71DB0F5155FBF777F66CFA3181E02E70294E8C5D55DF1CAC8822660,1020,1320,94856,0.07045157,"138,161,882,1168",false
479,68,40,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-479.png,332067,EDFEE551E86933B106D3E8487FE1E3537E67FC278B67A34C00ED12FEB25DACF1,1020,1320,94050,0.06985294,"138,161,882,1166",false
480,68,41,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-480.png,365229,431C8D6B2176D06B344124969E37A66BBB6EE917E78F13594DE20218F25B0F1C,1020,1320,103144,0.07660725,"138,161,883,1170",false
481,68,42,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-481.png,387849,4B5421C776EFDFDE43C5430EF9CC82FB91C58C7F74D4289DE40CBDE025DB3DBB,1020,1320,109455,0.08129456,"138,161,882,1168",false
482,68,43,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-482.png,383839,3032ED3C9A5C3C5BFE16A6F55915E50A02F439E236551B10C748111C69195A15,1020,1320,110016,0.08171123,"138,161,882,1168",false
483,68,44,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-483.png,393114,6329F87B8EDDDE3F74D7BF461419779EB984FDCE41E134BF8154DC38A867F68F,1020,1320,113056,0.08396910,"138,161,883,1167",false
484,68,45,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-484.png,324880,A1938A85F70B812BD60523B938C6BF29B383F567469FDE35986BF00620D95B29,1020,1320,89701,0.06662285,"138,161,882,1168",false
485,68,46,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-485.png,359399,3E895C3763C0CDBA79F2C5F569035D46A7F550A193F135461243319FE4801010,1020,1320,102277,0.07596331,"138,161,883,1168",false
486,68,47,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-486.png,416161,340BF2909702E418AFBAED51DA9A4C0F3AB9BA284D2550C4826F48BC18D79E30,1020,1320,119572,0.08880867,"138,161,883,1167",false
487,68,48,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-487.png,400374,244A683DE3B4FB710849220E372F84F2DF866A65AB33BE6CDF4F85E161319F58,1020,1320,113921,0.08461156,"138,161,882,1167",false
488,68,49,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-488.png,384861,156DED89729C19B31EF8DE52DECFF2ADF0F6315E3B792C37B080E2A75D76C4A2,1020,1320,110555,0.08211156,"138,161,882,1166",false
489,68,50,양호한 대수공간,evidence/visual-qa-r3/pages-120dpi/page-489.png,205250,8F745F69C611A42C26B8B886B7CFC1E844EC2FE4430C3EBEFC62EE2298B84A76,1020,1320,59621,0.04428179,"138,161,882,729",false
490,71,1,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-490.png,190534,7B002C73380D512514C079F78E76A905E8A3A5F895260219BEF1FDE16D5D6433,1020,1320,50145,0.03724376,"138,250,882,1183",false
491,71,2,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-491.png,345226,1AC7CD3C46E85C1323C6C82C98DEA72F11FC770F778950663B460FC1EF0E5D56,1020,1320,96882,0.07195633,"138,161,882,1168",false
492,71,3,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-492.png,385898,5E151AED8F911776E7B1A509F0BAADEFB1AC8B1C89458AD8ED16BE00D28BA477,1020,1320,110254,0.08188800,"138,161,882,1167",false
493,71,4,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-493.png,318862,5160CCC96C5A3323919EA473C2A9C813CCB4A7ED4B5A457427EBACB12A44CBDA,1020,1320,90276,0.06704991,"138,161,882,1167",false
494,71,5,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-494.png,315504,A97A1D67DA39B77C7B57A2770A87E90712334593AAE38DC314415FE7940BB01B,1020,1320,89473,0.06645351,"138,161,882,1168",false
495,71,6,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-495.png,341660,0FB90B23A10BE970B1A61F0BE3657A49218487C9AB537687AA7B2C9CD16E9513,1020,1320,96597,0.07174465,"138,161,882,1168",false
496,71,7,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-496.png,315787,147E1D46009B96A7FEF8EFFC019A304D80C3B358FD2A2FE98357C30F7202BD03,1020,1320,87336,0.06486631,"138,161,882,1166",false
497,71,8,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-497.png,399319,B937220F65F2A6B2DDA2E7ABD91927AACC82B65D1A31852711BAF6EB62F86E88,1020,1320,113920,0.08461081,"138,161,883,1166",false
498,71,9,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-498.png,306813,DCFD51201967E5ECA482F397B24EAB040210E64481FAE193F60105B3F9021DE8,1020,1320,84904,0.06306001,"138,161,882,1167",false
499,71,10,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-499.png,318673,DA20889D8690CAD372257CCF7C46149A571AD7BFAE4ED72FE81A5C74D7326601,1020,1320,88422,0.06567291,"138,161,882,1167",false
500,71,11,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-500.png,370665,0CFE54FB2725ADFF2607681E37BA1A00C1292E832D21597145F584EDFF4CF258,1020,1320,105281,0.07819444,"138,161,882,1168",false
501,71,12,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-501.png,284634,84E90EBB99B37271A781533B878E48D101E63819FD295C2034E3C5840BE1ECE2,1020,1320,78668,0.05842840,"138,161,883,1168",false
502,71,13,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-502.png,320906,AFBDC31B7B329741B366A00360D64764CD73FF1CB06D2654016C8040DB5F640E,1020,1320,87959,0.06532903,"138,161,882,1166",false
503,71,14,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-503.png,423420,0E2E970021FD6CB65EF5E32FA35FA66E31D02499F588A6424B21704CA56FF322,1020,1320,121989,0.09060383,"138,161,882,1166",false
504,71,15,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-504.png,331711,B45AE8B0530B19A174A1E1F4166F1AC9E73B00F14C828397C36742738D41BEF1,1020,1320,91409,0.06789141,"138,161,882,1166",false
505,71,16,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-505.png,365408,9CF87A93A987C2298FEB5C17B1F06B008BDAE52A2C494383C4D57A4444E72496,1020,1320,104375,0.07752154,"138,161,882,1168",false
506,71,17,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-506.png,269965,533D36B35773E951700D3BA2A7D61C977DDCBDA57BCEADB33457EB5FD52C57FF,1020,1320,73765,0.05478684,"138,161,882,1168",false
507,71,18,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-507.png,365956,0F9ED34FE3F3F6A3F88EDFBD3DBEF9305D2FBC4ACC456EF5035D73F5D3A3303B,1020,1320,103633,0.07697044,"138,161,882,1167",false
508,71,19,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-508.png,351984,0B5BB11FAE2FBF0F4D37BDF51D0D41AEFD8B770BE86A8A26CCC31388FC10E322,1020,1320,98366,0.07305853,"138,161,883,1165",false
509,71,20,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-509.png,316039,E7369FAAB6B35D89EC2625592F8A4DFB2BC821D41EBE229E4DEA5F6A7B8EC7AD,1020,1320,88426,0.06567588,"138,161,882,1169",false
510,71,21,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-510.png,282685,71272E5CBFE17A480A4F2A6F7176DB3441F2FFEAB76B7E191939CEB7933B6BDB,1020,1320,77383,0.05747400,"138,161,882,1166",false
511,71,22,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-511.png,261220,3A4D25FBB6810ACD2B6D96876A53AA7539253B98D50A1B21517BA838244FB938,1020,1320,70211,0.05214721,"138,161,882,1170",false
512,71,23,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-512.png,242572,59A0293859E621133D2E8C8EF394885115861E45725E93258F129F19F0075AA2,1020,1320,64345,0.04779040,"138,161,883,1166",false
513,71,24,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-513.png,343227,D76F23376421906754260BE7BB14CFAA9ECC2E59770D85E2B6CA376BD92CB566,1020,1320,95253,0.07074643,"138,161,882,1168",false
514,71,25,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-514.png,324426,445039D6BD454C3EF7B0D248FCEEEFE1F00331BE69A145EE4AD658F16BC7F760,1020,1320,91288,0.06780154,"138,161,882,1167",false
515,71,26,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-515.png,343231,0513233CED119D7260F000FC87C3682879B086CF240BB8EA086A97021F9C147D,1020,1320,97027,0.07206402,"138,161,882,1168",false
516,71,27,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-516.png,366725,9A6317AD1A6E327EF5D6BF9D07FF67A35CDE0155EA85A90FB5760A1F06C960F2,1020,1320,103492,0.07686572,"137,161,883,1169",false
517,71,28,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-517.png,381959,0BF1BC043136D19243AB384F353836DBC30C835B4A2E534B37271F8F6E1949C6,1020,1320,107956,0.08018122,"138,161,882,1146",false
518,71,29,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-518.png,292455,393A1DF88EB4B29372C2E98D152E799262E8DB14D75C234EA887CE0DFB5BD9F5,1020,1320,81280,0.06036839,"138,161,882,1166",false
519,71,30,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-519.png,368966,675C2102C964D047FD259D34F0A647EB74A4087BC5C8F43338B3B2DFADE10A3B,1020,1320,103612,0.07695484,"138,161,882,1167",false
520,71,31,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-520.png,433515,877FBA89E4A1E203B9ECC07EE59E574DF4671725B2E662B32B8BC431576E95C3,1020,1320,125714,0.09337047,"138,161,882,1168",false
521,71,32,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-521.png,328921,B6A1982B53D8987743CA3AF5B46351BDBA795027507A24DAD773F1D2179BB8CE,1020,1320,93132,0.06917112,"138,161,882,1168",false
522,71,33,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-522.png,342475,518A61288CD23AC2F9998D5DCED8C39BFEA90B9390DB702BD2C82EDCC149339F,1020,1320,98067,0.07283645,"138,161,883,1166",false
523,71,34,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-523.png,373081,65D607EE3C8C8EA263B8A31EE595D53B2AC6CF8CD3204B71145E5B41A5D8BFF8,1020,1320,107428,0.07978907,"138,161,883,1168",false
524,71,35,대수공간 위의 제수,evidence/visual-qa-r3/pages-120dpi/page-524.png,356737,D199B89FC5A147508978792F55EA81E3F91F93B15818104AA3A23F9215670CA7,1020,1320,103961,0.07721405,"137,161,882,1008",false
525,99,1,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-525.png,244428,3D1A796F9921FB2343CBBF74EE9E324209C5A3F50E113E6313878CBF766AD78D,1020,1320,67377,0.05004234,"138,250,882,1183",false
526,99,2,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-526.png,405682,23CED06C4174753C75631EAAFDDF220D3B4654ECEA6A3A60A46148FA6A95A90E,1020,1320,114949,0.08537507,"138,161,882,1166",false
527,99,3,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-527.png,334067,DF35B0F89A64D85EC378056577B5B1EE87C3B0C26B93FFD8D7A6E527D895AAD4,1020,1320,93865,0.06971554,"138,161,882,1166",false
528,99,4,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-528.png,284038,0DF4A1A090AC7F15600E82DA7DCD4A76FF422207C43EF130731D1D41D4AC9353,1020,1320,78601,0.05837864,"138,161,882,1166",false
529,99,5,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-529.png,362949,547B06DEFC09C440414A5263D84F22E4A129C95FC475364CB8120EA20225FA49,1020,1320,105014,0.07799614,"137,161,882,1168",false
530,99,6,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-530.png,317572,E776E62CF002F252C4C14DD4958F1BDAD05DB5A669D7FFC1EFB9578D150363B6,1020,1320,87664,0.06510992,"138,161,882,1168",false
531,99,7,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-531.png,370412,3219034AAF19BC0F4F2EF791B60EE89C55300EA5C7FFDD1E56314C2C56A0C878,1020,1320,103642,0.07697712,"137,161,882,1167",false
532,99,8,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-532.png,327180,E980CEF473FBF8D16CE678DA74E8F18BF4EFDF792AF0BE79198E28B150EEF230,1020,1320,91108,0.06766786,"137,161,882,1168",false
533,99,9,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-533.png,368892,0DDB47864EDBC3F4793621DF6862B4170D02A3507DFA31DCD364A5A22101A7E2,1020,1320,104651,0.07772653,"137,161,882,1166",false
534,99,10,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-534.png,244099,5AA37D0C193037D51F5EC1BE7BB2647403269CEBCD70CFB97E75A3883A561F8F,1020,1320,66299,0.04924168,"138,161,882,1166",false
535,99,11,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-535.png,363409,D72475B2CAF00AB135F25A1AD71F6A95B77BC7B2C7FDD70E4C74BDBBA7D39ADF,1020,1320,101960,0.07572787,"137,161,882,1166",false
536,99,12,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-536.png,388372,59F74E0DE2DF7360CCB3837D00105699D4896CFB5712606402D730BAEF9F1F11,1020,1320,109237,0.08113265,"137,161,882,1166",false
537,99,13,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-537.png,346419,6F6DEBD64E4EA8B94437A43A7A870E53DEEBFEC619D91B734E512283F0DB728E,1020,1320,100172,0.07439988,"138,161,882,1165",false
538,99,14,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-538.png,414780,09970152BCB3DA89EEFA7DDE82182199776A1FB0A2B9CECBE537A989D7C9CF66,1020,1320,119712,0.08891266,"138,161,882,1167",false
539,99,15,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-539.png,362163,12434166AD2800864FD4C46174C610F5B7850F6DA0DB3B5F9058600905EDB23A,1020,1320,102339,0.07600936,"138,161,882,1166",false
540,99,16,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-540.png,351452,56972BAB11162E0FD3FB6B84056E750E447180D5699F96F509D7ADB9F16E70CE,1020,1320,97960,0.07275698,"138,161,882,1166",false
541,99,17,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-541.png,321845,6298BE313234FE11E22791E1E4B3312FE6368EFD90C545F90F2F6E6800E0FB38,1020,1320,90503,0.06721851,"137,161,882,1166",false
542,99,18,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-542.png,264080,03EB2068B539FC7822205D9D7F90D7A32C86E1659B809B7A059E7C53C067D5BE,1020,1320,73009,0.05422534,"138,161,882,1170",false
543,99,19,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-543.png,352133,11F5D403A99D01E8F5703E563065A1F922539315ACFA47E31FC939D2754828CB,1020,1320,96793,0.07189023,"137,161,882,1166",false
544,99,20,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-544.png,400340,FB29CF84C734A26B57459811273779857633737FF577C621C0F8636EB4661835,1020,1320,112552,0.08359477,"137,161,882,1169",false
545,99,21,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-545.png,380333,EB24909CD857B4851DCC6D62333476A775582F1393ACDF45C33B124F940F0580,1020,1320,104882,0.07789810,"137,161,882,1166",false
546,99,22,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-546.png,359479,756DE2F7977F8C447C8BE8DDF65DEA59DEFFB91D013FBE41E139004CC6D00A6B,1020,1320,101853,0.07564840,"138,161,882,1169",false
547,99,23,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-547.png,341078,6F8C627F5FA61CE8C8B9B75741DBEF3F2E1DEBE3168FA7E880425B2DD0D3DF9D,1020,1320,97972,0.07276589,"138,161,882,1168",false
548,99,24,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-548.png,364926,4A8BC9D31D230F9F9825A97D0540F9FF0957D0CCB00179925DAD7C21DBEDBBC1,1020,1320,100061,0.07431744,"138,161,882,1168",false
549,99,25,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-549.png,398793,FB2EDCB49785B0AA6904462DA0D94585F06C13F642DF18378D6A6D7508AA001F,1020,1320,112445,0.08351530,"137,161,882,1168",false
550,99,26,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-550.png,325919,3AEB529DBB458860B66398A27C838DE550BA1C4D3C7A8A0D507308EC5E90377D,1020,1320,91116,0.06767380,"138,161,882,1166",false
551,99,27,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-551.png,336708,2CED7899708A911555F5093C8DA4884A6A088D053D69387B275949013C193BDA,1020,1320,93784,0.06965538,"138,161,882,1168",false
552,99,28,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-552.png,345946,1F26BAAC2AC676C38EBBC566D25F17272A4728F4ED0A1DBEBDCA15F12DDA3E7D,1020,1320,96921,0.07198529,"138,161,882,1165",false
553,99,29,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-553.png,339014,32851AB44AD3B0B407A3AD8A613F70EBE7F22D3AF01AB1E7490E9125B6006102,1020,1320,94678,0.07031937,"137,161,882,1167",false
554,99,30,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-554.png,380530,2F880146B30075C86E3D9BEDEA8B1A5B91F1005A9E5E256D56A3F731BECE951C,1020,1320,108252,0.08040107,"138,161,882,1168",false
555,99,31,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-555.png,324309,07BC42FD9A40AF4DF40E3EF7D231442DC21A1187C64335DACDB365001560AEC5,1020,1320,88812,0.06596257,"137,161,882,1168",false
556,99,32,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-556.png,381590,02B753AD96A9A78C9B9D658A3915E67B6C933DFF54FA32666412408DB02F6029,1020,1320,107401,0.07976901,"138,161,883,1166",false
557,99,33,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-557.png,271665,B40481A622AD4680D50BABCADEC477C1712704FC7E17EC12AA6ED99565BE8CC7,1020,1320,75016,0.05571598,"137,161,882,1166",false
558,99,34,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-558.png,396542,C6101359A6D110EBCEF67969BAFA620138A8D4F36A0850CC8876D2A0575099AA,1020,1320,110566,0.08211973,"137,161,882,1170",false
559,99,35,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-559.png,308307,D04221197BD1697D7F5A67F017CEAC36E8C528A4E52875C2058629CCEB237854,1020,1320,85573,0.06355689,"137,161,882,1168",false
560,99,36,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-560.png,427135,8315BFE3FD2D810A418249EF268FCBAE08800D7B3C7C556E17A386F86D113424,1020,1320,122153,0.09072564,"138,161,882,1166",false
561,99,37,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-561.png,261850,89D120800F2B14BD74A27EB3FBBA4E8D832D49C527BF2BD54CD88155873DBE69,1020,1320,70187,0.05212938,"137,161,882,1166",false
562,99,38,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-562.png,299188,8BB1E1D51E1AD4B4A51016DB745B8596DBB147209A36033238409F6E412CFCA3,1020,1320,83490,0.06200980,"138,161,882,1168",false
563,99,39,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-563.png,330653,BBDAB2C6EA7C5C4676BA4CC433E81DD4C3588514F376896EDC189D605D6F934C,1020,1320,92261,0.06852421,"138,161,882,1166",false
564,99,40,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-564.png,336589,39F51402D0499BBBBAC6A25DF50D55805E63529EBAA90F78D9EDE3DAB6682AC5,1020,1320,93151,0.06918523,"138,161,882,1168",false
565,99,41,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-565.png,377031,F24340AB6AFC93892423D3AF8724CBB8AFAE2AFF15CF65CF7B21D42B3F5216AF,1020,1320,107540,0.07987225,"137,161,883,1165",false
566,99,42,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-566.png,286519,91077DBF6AAC889D596C83ADA145227D6C457B0A40A2C0C552048A3131CDB813,1020,1320,76515,0.05682932,"138,161,882,1168",false
567,99,43,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-567.png,364095,B89D88835ECB578F4DA5318B70879413EBC4E7331008AA4F561E095F67C4BD33,1020,1320,103805,0.07709819,"138,161,882,1168",false
568,99,44,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-568.png,327085,84FC06DAF15B9A4657B814313BDB12F295BF698EA7E02DB8A1B2FEBA04E6CF11,1020,1320,94091,0.06988339,"137,161,882,1167",false
569,99,45,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-569.png,298048,65791AA764B9E57C8F97DE68F07D414463CB35BFBC3FEAC4C53124AB1BCF9080,1020,1320,83477,0.06200015,"137,161,882,1168",false
570,99,46,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-570.png,420372,8B6A39B98C7D03E58136A62CBA4241A0EE08482612A66141CA398E5325111DEB,1020,1320,118713,0.08817068,"138,161,882,1166",false
571,99,47,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-571.png,415363,DEC03AA10144F9E3FD82768B3E4387F40F1A436438FEBCF8E5B917A11022F097,1020,1320,126787,0.09416741,"138,161,882,1167",false
572,99,48,Quot 공간과 Hilbert 공간,evidence/visual-qa-r3/pages-120dpi/page-572.png,35519,ABD0A8EFC276841B8B2F845F4B0D73D7DF9256160BA3426AA26D22EAB584AC75,1020,1320,8912,0.00661913,"138,161,881,260",false
